"NUMERO_FACTURE";"ENTREPRISE_ID";"DATE_EMISSION";"DATE_ECHEANCE";"MONTANT_HT";"TVA";"MONTANT_TTC";"STATUT";"MODE_PAIEMENT";"IBAN_CLIENT";"REFERENCE_BANCAIRE"
"FA-2025-00485";"556";"2024-05-22";"2024-08-20";"73668.25";"14733.65";"88401.9";"PAYEE";"CB";"FR7670713363129905078724646";"REF-544447"
"FA-2025-00486";"689";"2024-11-19";"2025-01-03";"108867.88";"21773.58";"130641.46";"PAYEE";"CB";"FR7691140884618109188237741";"REF-980407"
"FA-2025-00487";"347";"2026-01-11";"2026-02-10";"93474.68";"18694.94";"112169.62";"PAYEE";"CHEQUE";"FR7642363711746940975045761";"REF-114621"
"FA-2025-00488";"439";"2024-06-18";"2024-08-17";"89712.12";"17942.42";"107654.54";"EN_ATTENTE";"CHEQUE";"FR7630971475047149797253146";"REF-377253"
"FA-2025-00489";"900";"2024-04-30";"2024-06-29";"31902.7";"6380.54";"38283.24";"PAYEE";"CHEQUE";"FR7614337790656918795018215";"REF-922629"
"FA-2025-00490";"314";"2025-06-06";"2025-08-05";"1273.47";"254.69";"1528.16";"PAYEE";"CB";"FR7621533485139065998652264";"REF-672794"
"FA-2025-00491";"471";"2024-07-18";"2024-10-16";"81676.41";"16335.28";"98011.69";"EN_RETARD";"LETTRE_CHANGE";"FR7648875514972023066675676";"REF-735290"
"FA-2025-00492";"685";"2024-03-06";"2024-04-20";"43201.71";"8640.34";"51842.05";"EN_ATTENTE";"VIREMENT";"FR7660096717495453326657999";"REF-131792"
"FA-2025-00493";"657";"2024-08-01";"2024-08-31";"139151.42";"27830.28";"166981.7";"EN_ATTENTE";"LETTRE_CHANGE";"FR7681415773709238949432656";"REF-496670"
"FA-2025-00494";"197";"2025-04-11";"2025-07-10";"34567.13";"6913.43";"41480.56";"EN_ATTENTE";"CHEQUE";"FR7679474845038158641385181";"REF-904704"
"FA-2025-00495";"21";"2024-04-08";"2024-07-07";"136791.27";"27358.25";"164149.52";"PAYEE";"VIREMENT";"FR7644533270112332707288294";"REF-982404"
"FA-2025-00496";"915";"2024-06-30";"2024-08-29";"36635.28";"7327.06";"43962.34";"PAYEE";"VIREMENT";"FR7645884442139706249182147";"REF-100461"
"FA-2025-00497";"865";"2025-04-13";"2025-05-28";"113738.13";"22747.63";"136485.76";"EN_RETARD";"VIREMENT";"FR7633003518606405892226960";"REF-940005"
"FA-2025-00498";"464";"2025-08-10";"2025-10-09";"61916.28";"12383.26";"74299.54";"PAYEE";"LETTRE_CHANGE";"FR7635053560391532549512919";"REF-710387"
"FA-2025-00499";"222";"2025-02-16";"2025-04-02";"32511.87";"6502.37";"39014.24";"PAYEE";"CHEQUE";"FR7657697724168075624780586";"REF-886572"
"FA-2025-00500";"496";"2025-11-30";"2026-02-28";"107913.94";"21582.79";"129496.73";"PAYEE";"PRELEVEMENT";"FR7667367649562443241798542";"REF-826161"
"FA-2026-00501";"610";"2024-06-12";"2024-08-11";"109513.48";"21902.7";"131416.18";"EN_RETARD";"VIREMENT";"FR7610959179099075379882762";"REF-733362"
"FA-2026-00502";"37";"2024-01-20";"2024-03-20";"13188.76";"2637.75";"15826.51";"EN_RETARD";"PRELEVEMENT";"FR7664130633353091847554514";"REF-529530"
"FA-2026-00503";"396";"2025-03-12";"2025-04-11";"1550.03";"310.01";"1860.04";"PAYEE";"VIREMENT";"FR7620577220487314007286444";"REF-483824"
"FA-2026-00504";"117";"2025-11-20";"2026-01-04";"39942.07";"7988.41";"47930.48";"PAYEE";"VIREMENT";"FR7617556238736167296979716";"REF-102979"
"FA-2026-00505";"237";"2024-01-07";"2024-03-07";"87852.33";"17570.47";"105422.8";"PAYEE";"VIREMENT";"FR7660976250755414535273057";"REF-469722"
"FA-2026-00506";"119";"2025-08-16";"2025-10-15";"137101.21";"27420.24";"164521.45";"PAYEE";"PRELEVEMENT";"FR7631256946466640681985165";"REF-985608"
"FA-2026-00507";"342";"2024-02-13";"2024-03-14";"18616.22";"3723.24";"22339.46";"EN_ATTENTE";"VIREMENT";"FR7692071565128910250316047";"REF-727881"
"FA-2026-00508";"742";"2026-01-18";"2026-02-17";"42508.29";"8501.66";"51009.95";"PAYEE";"LETTRE_CHANGE";"FR7682254459882499776275043";"REF-760976"
"FA-2026-00509";"216";"2024-12-28";"2025-01-27";"26711.23";"5342.25";"32053.48";"PAYEE";"CB";"FR7626239513963365908791880";"REF-424242"
"FA-2026-00510";"227";"2025-02-05";"2025-04-06";"65383.57";"13076.71";"78460.28";"EN_ATTENTE";"CB";"FR7681884609317708476734790";"REF-369246"
"FA-2026-00511";"272";"2024-08-22";"2024-09-21";"22930.99";"4586.2";"27517.19";"EN_ATTENTE";"VIREMENT";"FR7620238702125427284798865";"REF-213278"
"FA-2026-00512";"642";"2025-06-14";"2025-08-13";"10056.57";"2011.31";"12067.88";"PAYEE";"CB";"FR7614912451493795166918349";"REF-467041"
"FA-2026-00513";"656";"2026-01-10";"2026-04-10";"64050.69";"12810.14";"76860.83";"EN_RETARD";"LETTRE_CHANGE";"FR7627280550431990451736938";"REF-909865"
"FA-2026-00514";"904";"2025-12-26";"2026-02-09";"11372.05";"2274.41";"13646.46";"EN_ATTENTE";"VIREMENT";"FR7672596723192266618725881";"REF-981804"
"FA-2026-00515";"752";"2024-10-18";"2024-12-02";"143193.49";"28638.7";"171832.19";"EN_ATTENTE";"LETTRE_CHANGE";"FR7658315948384808315301366";"REF-529385"
"FA-2026-00516";"888";"2024-12-23";"2025-01-22";"51370.24";"10274.05";"61644.29";"PAYEE";"CHEQUE";"FR7644630449695575042385837";"REF-185868"
"FA-2026-00517";"252";"2025-05-27";"2025-08-25";"72241.4";"14448.28";"86689.68";"PAYEE";"CHEQUE";"FR7633332994629911571496581";"REF-385077"
"FA-2026-00518";"745";"2024-05-31";"2024-07-15";"123261.59";"24652.32";"147913.91";"EN_ATTENTE";"VIREMENT";"FR7651050925927481273109519";"REF-924988"
"FA-2026-00519";"450";"2025-01-05";"2025-04-05";"147059.63";"29411.93";"176471.56";"EN_RETARD";"PRELEVEMENT";"FR7629179826306666349978124";"REF-307036"
"FA-2026-00520";"534";"2024-04-22";"2024-06-21";"27737.44";"5547.49";"33284.93";"EN_ATTENTE";"VIREMENT";"FR7627170816054415106656797";"REF-398434"
"FA-2026-00521";"740";"2024-01-06";"2024-02-20";"61558.0";"12311.6";"73869.6";"PAYEE";"CB";"FR7661095303175973099384529";"REF-234347"
"FA-2026-00522";"748";"2026-02-01";"2026-04-02";"19411.77";"3882.35";"23294.12";"PAYEE";"CHEQUE";"FR7670170438215597427343529";"REF-990579"
"FA-2026-00523";"705";"2024-02-22";"2024-04-07";"63739.98";"12748.0";"76487.98";"EN_RETARD";"CHEQUE";"FR7655612878788260507079123";"REF-567591"
"FA-2026-00524";"779";"2025-10-30";"2025-12-14";"11759.6";"2351.92";"14111.52";"PAYEE";"VIREMENT";"FR7620386267326664869936316";"REF-305949"
"FA-2026-00525";"430";"2024-01-09";"2024-02-23";"70811.72";"14162.34";"84974.06";"PAYEE";"CHEQUE";"FR7656954787108849906819181";"REF-598561"
"FA-2026-00526";"366";"2026-01-04";"2026-03-05";"118625.21";"23725.04";"142350.25";"EN_RETARD";"PRELEVEMENT";"FR7678433190861773268694994";"REF-845637"
"FA-2026-00527";"598";"2024-08-03";"2024-09-02";"92431.03";"18486.21";"110917.24";"EN_ATTENTE";"LETTRE_CHANGE";"FR7685636626605821707643857";"REF-295216"
"FA-2026-00528";"237";"2024-04-05";"2024-05-20";"36537.33";"7307.47";"43844.8";"EN_RETARD";"LETTRE_CHANGE";"FR7664965330708044636097754";"REF-119834"
"FA-2026-00529";"240";"2025-07-04";"2025-09-02";"94879.21";"18975.84";"113855.05";"PAYEE";"CB";"FR7645292827169753615858816";"REF-211208"
"FA-2026-00530";"49";"2024-03-21";"2024-06-19";"99411.79";"19882.36";"119294.15";"PAYEE";"VIREMENT";"FR7610151162843476388458723";"REF-744537"
"FA-2026-00531";"601";"2025-11-01";"2025-12-16";"136297.48";"27259.5";"163556.98";"PAYEE";"VIREMENT";"FR7674267353812370191634433";"REF-485729"
"FA-2026-00532";"430";"2025-12-13";"2026-03-13";"11255.79";"2251.16";"13506.95";"PAYEE";"PRELEVEMENT";"FR7615641603652342935949343";"REF-906121"
"FA-2026-00533";"37";"2024-06-07";"2024-08-06";"86680.82";"17336.16";"104016.98";"EN_ATTENTE";"LETTRE_CHANGE";"FR7684422427035145338334097";"REF-231990"
"FA-2026-00534";"109";"2025-05-22";"2025-06-21";"98769.91";"19753.98";"118523.89";"PAYEE";"PRELEVEMENT";"FR7635854261428380254404593";"REF-966579"
"FA-2026-00535";"782";"2024-10-27";"2024-11-26";"120017.99";"24003.6";"144021.59";"PAYEE";"PRELEVEMENT";"FR7670251728366579762877655";"REF-858850"
"FA-2026-00536";"694";"2025-01-02";"2025-02-16";"142288.79";"28457.76";"170746.55";"PAYEE";"PRELEVEMENT";"FR7644907315394787259701598";"REF-929075"
"FA-2026-00537";"456";"2024-12-31";"2025-03-01";"71051.38";"14210.28";"85261.66";"PAYEE";"LETTRE_CHANGE";"FR7633268879029393946676763";"REF-790551"
"FA-2026-00538";"109";"2025-06-18";"2025-09-16";"49523.02";"9904.6";"59427.62";"EN_ATTENTE";"PRELEVEMENT";"FR7677748261661620713917530";"REF-547668"
"FA-2026-00539";"136";"2024-10-02";"2024-12-01";"81686.99";"16337.4";"98024.39";"PAYEE";"CB";"FR7697744396786618068981067";"REF-237225"
"FA-2026-00540";"54";"2025-07-16";"2025-08-30";"108549.85";"21709.97";"130259.82";"EN_ATTENTE";"LETTRE_CHANGE";"FR7649213961356999995317721";"REF-797775"
"FA-2026-00541";"21";"2025-06-17";"2025-09-15";"26053.56";"5210.71";"31264.27";"PAYEE";"CB";"FR7689817203735122912578711";"REF-921103"
"FA-2026-00542";"764";"2025-03-01";"2025-05-30";"93913.49";"18782.7";"112696.19";"PAYEE";"CB";"FR7614147581286297676049294";"REF-259554"
"FA-2026-00543";"594";"2025-04-04";"2025-06-03";"56029.26";"11205.85";"67235.11";"PAYEE";"PRELEVEMENT";"FR7682702433638780589461598";"REF-556512"
"FA-2026-00544";"170";"2024-04-26";"2024-06-25";"110656.08";"22131.22";"132787.3";"EN_ATTENTE";"VIREMENT";"FR7654528588903988210687381";"REF-638469"
"FA-2026-00545";"296";"2026-02-21";"2026-05-22";"86115.78";"17223.16";"103338.94";"PAYEE";"PRELEVEMENT";"FR7678455484346247905594853";"REF-697011"
"FA-2026-00546";"838";"2024-06-24";"2024-09-22";"110465.68";"22093.14";"132558.82";"PAYEE";"VIREMENT";"FR7626071364256359509795725";"REF-978552"
"FA-2026-00547";"338";"2026-01-29";"2026-04-29";"55201.17";"11040.23";"66241.4";"EN_ATTENTE";"CB";"FR7676170715438724816059367";"REF-270160"
"FA-2026-00548";"929";"2025-06-19";"2025-08-18";"6869.99";"1374.0";"8243.99";"PAYEE";"CHEQUE";"FR7671410613791547406173055";"REF-546275"
"FA-2026-00549";"46";"2024-06-17";"2024-07-17";"140246.95";"28049.39";"168296.34";"EN_ATTENTE";"VIREMENT";"FR7678610679752806614169978";"REF-959739"
"FA-2026-00550";"342";"2026-02-02";"2026-05-03";"49382.36";"9876.47";"59258.83";"EN_ATTENTE";"VIREMENT";"FR7693908898715748339073990";"REF-348225"
"FA-2026-00551";"526";"2024-01-16";"2024-03-16";"101009.31";"20201.86";"121211.17";"PAYEE";"CB";"FR7613725365024930636259513";"REF-993817"
"FA-2026-00552";"875";"2024-07-30";"2024-08-29";"71489.14";"14297.83";"85786.97";"PAYEE";"PRELEVEMENT";"FR7615688826165588967370592";"REF-387194"
"FA-2026-00553";"765";"2025-10-17";"2025-12-01";"35343.54";"7068.71";"42412.25";"EN_RETARD";"CB";"FR7677866885953803042738770";"REF-772675"
"FA-2026-00554";"793";"2025-02-26";"2025-04-12";"75476.29";"15095.26";"90571.55";"PAYEE";"CHEQUE";"FR7616558775999800676750034";"REF-849473"
"FA-2026-00555";"678";"2026-02-22";"2026-05-23";"51392.19";"10278.44";"61670.63";"EN_RETARD";"CHEQUE";"FR7642843642001750217466320";"REF-797359"
"FA-2026-00556";"87";"2025-10-18";"2025-11-17";"84142.15";"16828.43";"100970.58";"EN_RETARD";"LETTRE_CHANGE";"FR7686404170032222062539564";"REF-903286"
"FA-2026-00557";"836";"2025-10-03";"2025-11-17";"53550.66";"10710.13";"64260.79";"PAYEE";"VIREMENT";"FR7643563617305355134055735";"REF-120224"
"FA-2026-00558";"13";"2025-09-28";"2025-11-27";"126330.34";"25266.07";"151596.41";"EN_ATTENTE";"CB";"FR7615198416124980196833489";"REF-705438"
"FA-2026-00559";"742";"2024-03-10";"2024-05-09";"109405.28";"21881.06";"131286.34";"EN_ATTENTE";"CB";"FR7610422251507403851411669";"REF-407303"
"FA-2026-00560";"978";"2025-09-20";"2025-11-19";"3482.34";"696.47";"4178.81";"EN_RETARD";"CB";"FR7643343900765348768055638";"REF-856603"
"FA-2026-00561";"55";"2024-11-20";"2024-12-20";"28954.47";"5790.89";"34745.36";"PAYEE";"PRELEVEMENT";"FR7696137642821118445316013";"REF-687857"
"FA-2026-00562";"612";"2026-01-06";"2026-02-20";"83600.38";"16720.08";"100320.46";"EN_RETARD";"CB";"FR7652178917199825071488060";"REF-668564"
"FA-2026-00563";"864";"2024-03-03";"2024-06-01";"102249.04";"20449.81";"122698.85";"PAYEE";"CB";"FR7635770139497194841690434";"REF-641562"
"FA-2026-00564";"498";"2024-11-17";"2024-12-17";"22729.03";"4545.81";"27274.84";"EN_RETARD";"LETTRE_CHANGE";"FR7667599940643934553492059";"REF-271475"
"FA-2026-00565";"782";"2024-04-07";"2024-06-06";"76726.47";"15345.29";"92071.76";"PAYEE";"CB";"FR7653623516418229095807347";"REF-686745"
"FA-2026-00566";"755";"2025-08-25";"2025-09-24";"12782.22";"2556.44";"15338.66";"PAYEE";"CHEQUE";"FR7641562951757764888519247";"REF-286833"
"FA-2026-00567";"191";"2024-03-16";"2024-04-15";"43638.71";"8727.74";"52366.45";"PAYEE";"VIREMENT";"FR7698349848041618366266771";"REF-213083"
"FA-2026-00568";"652";"2026-02-01";"2026-03-03";"23489.28";"4697.86";"28187.14";"PAYEE";"PRELEVEMENT";"FR7694371384449282646019032";"REF-481875"
"FA-2026-00569";"42";"2025-09-18";"2025-12-17";"12857.71";"2571.54";"15429.25";"EN_RETARD";"VIREMENT";"FR7640250768296987175711132";"REF-675306"
"FA-2026-00570";"596";"2025-07-27";"2025-08-26";"127708.24";"25541.65";"153249.89";"EN_ATTENTE";"LETTRE_CHANGE";"FR7689208403268369906820642";"REF-994650"
"FA-2026-00571";"44";"2024-02-26";"2024-05-26";"77107.25";"15421.45";"92528.7";"PAYEE";"LETTRE_CHANGE";"FR7637264197843868839269031";"REF-934290"
"FA-2026-00572";"867";"2024-09-21";"2024-10-21";"136192.65";"27238.53";"163431.18";"EN_ATTENTE";"VIREMENT";"FR7693624167822794133944254";"REF-716180"
"FA-2026-00573";"709";"2024-04-09";"2024-07-08";"34072.46";"6814.49";"40886.95";"EN_RETARD";"CB";"FR7654064376553275695472291";"REF-215611"
"FA-2026-00574";"20";"2025-01-17";"2025-03-18";"81479.15";"16295.83";"97774.98";"EN_RETARD";"LETTRE_CHANGE";"FR7624226192828564004276239";"REF-228291"
"FA-2026-00575";"45";"2024-08-20";"2024-09-19";"112295.44";"22459.09";"134754.53";"PAYEE";"CHEQUE";"FR7612683365294544392540018";"REF-660857"
"FA-2026-00576";"654";"2024-10-07";"2024-12-06";"115396.91";"23079.38";"138476.29";"EN_ATTENTE";"PRELEVEMENT";"FR7676882109575876844079344";"REF-875416"
"FA-2026-00577";"797";"2024-02-06";"2024-04-06";"114542.7";"22908.54";"137451.24";"EN_ATTENTE";"CB";"FR7697672922648438129066958";"REF-974070"
"FA-2026-00578";"312";"2024-09-28";"2024-11-27";"21999.54";"4399.91";"26399.45";"PAYEE";"CB";"FR7613182722463880298868921";"REF-951547"
"FA-2026-00579";"685";"2024-09-12";"2024-11-11";"16623.82";"3324.76";"19948.58";"PAYEE";"CHEQUE";"FR7629944836865086562819045";"REF-664178"
"FA-2026-00580";"226";"2025-01-15";"2025-04-15";"113484.2";"22696.84";"136181.04";"PAYEE";"VIREMENT";"FR7649227825347873873560122";"REF-153126"
"FA-2026-00581";"989";"2024-06-12";"2024-09-10";"19858.86";"3971.77";"23830.63";"EN_RETARD";"PRELEVEMENT";"FR7637251285818766490324341";"REF-121358"
"FA-2026-00582";"10";"2024-05-14";"2024-06-13";"67121.93";"13424.39";"80546.32";"PAYEE";"CB";"FR7668412371599525225408550";"REF-848075"
"FA-2026-00583";"542";"2024-02-06";"2024-03-07";"110753.75";"22150.75";"132904.5";"EN_ATTENTE";"VIREMENT";"FR7672232446391990058085221";"REF-588997"
"FA-2026-00584";"43";"2026-02-24";"2026-05-25";"23941.42";"4788.28";"28729.7";"PAYEE";"VIREMENT";"FR7681035881516280667811161";"REF-558111"
"FA-2026-00585";"161";"2025-09-27";"2025-10-27";"88304.1";"17660.82";"105964.92";"EN_ATTENTE";"LETTRE_CHANGE";"FR7678013347738020496372591";"REF-906527"
"FA-2026-00586";"282";"2024-07-15";"2024-09-13";"95251.78";"19050.36";"114302.14";"EN_RETARD";"CHEQUE";"FR7655010181506688873885012";"REF-274066"
"FA-2026-00587";"615";"2024-03-23";"2024-05-07";"3685.45";"737.09";"4422.54";"EN_ATTENTE";"PRELEVEMENT";"FR7671030184708130356730819";"REF-162772"
"FA-2026-00588";"953";"2025-08-22";"2025-10-21";"117942.26";"23588.45";"141530.71";"EN_ATTENTE";"CHEQUE";"FR7651585277079720496241077";"REF-686757"
"FA-2026-00589";"136";"2025-03-12";"2025-05-11";"20614.0";"4122.8";"24736.8";"PAYEE";"VIREMENT";"FR7650173156142812168856254";"REF-869313"
"FA-2026-00590";"692";"2024-05-28";"2024-07-27";"57990.92";"11598.18";"69589.1";"EN_RETARD";"VIREMENT";"FR7635673583344934095119695";"REF-983438"
"FA-2026-00591";"106";"2025-01-11";"2025-03-12";"44510.52";"8902.1";"53412.62";"EN_ATTENTE";"LETTRE_CHANGE";"FR7653742782285528090856298";"REF-106460"
"FA-2026-00592";"118";"2024-06-16";"2024-07-16";"78955.64";"15791.13";"94746.77";"EN_ATTENTE";"PRELEVEMENT";"FR7622840189514519822403473";"REF-116265"
"FA-2026-00593";"902";"2024-05-01";"2024-07-30";"116094.89";"23218.98";"139313.87";"EN_RETARD";"CB";"FR7625774786784657086233826";"REF-742458"
"FA-2026-00594";"700";"2025-11-25";"2026-01-09";"94247.62";"18849.52";"113097.14";"EN_RETARD";"VIREMENT";"FR7672170968889764625304621";"REF-695619"
"FA-2026-00595";"488";"2024-08-10";"2024-09-09";"17171.61";"3434.32";"20605.93";"EN_ATTENTE";"VIREMENT";"FR7622515159419510702374747";"REF-804474"
"FA-2026-00596";"921";"2025-09-01";"2025-10-01";"100215.0";"20043.0";"120258.0";"PAYEE";"LETTRE_CHANGE";"FR7681876540054612507468997";"REF-734921"
"FA-2026-00597";"61";"2025-05-25";"2025-08-23";"18189.85";"3637.97";"21827.82";"PAYEE";"VIREMENT";"FR7645458343742566370475621";"REF-537893"
"FA-2026-00598";"734";"2024-08-02";"2024-09-16";"41391.85";"8278.37";"49670.22";"PAYEE";"CHEQUE";"FR7662246425194047803067986";"REF-318855"
"FA-2026-00599";"226";"2026-02-28";"2026-05-29";"29483.24";"5896.65";"35379.89";"PAYEE";"LETTRE_CHANGE";"FR7681602483799702447857878";"REF-709232"
"FA-2026-00600";"619";"2025-05-30";"2025-07-14";"56062.9";"11212.58";"67275.48";"EN_RETARD";"CB";"FR7695212452145521130720335";"REF-226616"
"FA-2026-00601";"879";"2024-05-22";"2024-07-21";"114768.16";"22953.63";"137721.79";"PAYEE";"CB";"FR7691262240406876319373447";"REF-898716"
"FA-2026-00602";"995";"2025-07-28";"2025-10-26";"96003.65";"19200.73";"115204.38";"PAYEE";"CB";"FR7612419170564752729391885";"REF-182380"
"FA-2026-00603";"205";"2024-09-12";"2024-12-11";"7996.82";"1599.36";"9596.18";"EN_ATTENTE";"CHEQUE";"FR7631735618782348356143659";"REF-965997"
"FA-2026-00604";"242";"2024-03-10";"2024-05-09";"70543.02";"14108.6";"84651.62";"EN_ATTENTE";"VIREMENT";"FR7656159705665819918484151";"REF-773158"
"FA-2026-00605";"111";"2024-08-17";"2024-11-15";"39007.22";"7801.44";"46808.66";"EN_ATTENTE";"VIREMENT";"FR7623258603539504486195897";"REF-396004"
"FA-2026-00606";"768";"2025-01-15";"2025-03-01";"85155.07";"17031.01";"102186.08";"EN_RETARD";"CHEQUE";"FR7667659948884935404733891";"REF-348437"
"FA-2026-00607";"297";"2025-11-02";"2026-01-31";"130144.04";"26028.81";"156172.85";"PAYEE";"CB";"FR7690219324798924169045622";"REF-152748"
"FA-2026-00608";"804";"2024-06-15";"2024-09-13";"92711.44";"18542.29";"111253.73";"EN_RETARD";"CB";"FR7697676293299378284880412";"REF-509311"
"FA-2026-00609";"407";"2025-08-04";"2025-09-03";"41136.55";"8227.31";"49363.86";"PAYEE";"CHEQUE";"FR7647205372004462335796744";"REF-864800"
"FA-2026-00610";"631";"2025-04-23";"2025-07-22";"139945.4";"27989.08";"167934.48";"EN_ATTENTE";"CHEQUE";"FR7694693223197148654412459";"REF-147696"
"FA-2026-00611";"418";"2025-05-14";"2025-06-13";"3135.52";"627.1";"3762.62";"EN_ATTENTE";"VIREMENT";"FR7632823988141236129061812";"REF-250363"
"FA-2026-00612";"307";"2024-07-19";"2024-08-18";"144947.33";"28989.47";"173936.8";"EN_ATTENTE";"VIREMENT";"FR7614777119938135110440430";"REF-863565"
"FA-2026-00613";"658";"2025-01-08";"2025-02-22";"32445.94";"6489.19";"38935.13";"PAYEE";"CB";"FR7690302475291192176569232";"REF-689527"
"FA-2026-00614";"127";"2025-10-20";"2026-01-18";"28012.68";"5602.54";"33615.22";"PAYEE";"CB";"FR7684468537357195615733299";"REF-754725"
"FA-2026-00615";"588";"2025-05-04";"2025-06-03";"42146.59";"8429.32";"50575.91";"EN_ATTENTE";"CHEQUE";"FR7677196586804628918677683";"REF-415355"
"FA-2026-00616";"346";"2024-06-16";"2024-07-31";"48242.05";"9648.41";"57890.46";"EN_RETARD";"LETTRE_CHANGE";"FR7638938366707183578747076";"REF-143839"
"FA-2026-00617";"677";"2025-08-03";"2025-09-17";"25212.08";"5042.42";"30254.5";"PAYEE";"PRELEVEMENT";"FR7657560551567244329535184";"REF-593629"
"FA-2026-00618";"458";"2024-05-29";"2024-08-27";"23018.92";"4603.78";"27622.7";"PAYEE";"PRELEVEMENT";"FR7697751730176713498352179";"REF-792925"
"FA-2026-00619";"387";"2024-09-08";"2024-11-07";"95171.06";"19034.21";"114205.27";"PAYEE";"PRELEVEMENT";"FR7673747336525940827124677";"REF-326768"
"FA-2026-00620";"582";"2024-09-02";"2024-10-02";"137040.08";"27408.02";"164448.1";"PAYEE";"VIREMENT";"FR7642173622087461889278695";"REF-309201"
"FA-2026-00621";"660";"2025-05-13";"2025-08-11";"12332.43";"2466.49";"14798.92";"EN_RETARD";"CHEQUE";"FR7619625417448150444603616";"REF-915264"
"FA-2026-00622";"393";"2024-10-03";"2024-11-02";"8119.22";"1623.84";"9743.06";"EN_RETARD";"LETTRE_CHANGE";"FR7678699924297442875352935";"REF-300151"
"FA-2026-00623";"555";"2024-08-21";"2024-09-20";"42575.34";"8515.07";"51090.41";"PAYEE";"LETTRE_CHANGE";"FR7649814215757010164440724";"REF-261553"
"FA-2026-00624";"233";"2025-02-21";"2025-04-22";"24885.34";"4977.07";"29862.41";"EN_ATTENTE";"LETTRE_CHANGE";"FR7635449398875581772415273";"REF-434477"
"FA-2026-00625";"762";"2025-04-04";"2025-06-03";"134728.83";"26945.77";"161674.6";"PAYEE";"LETTRE_CHANGE";"FR7631130561619870038822068";"REF-381274"
"FA-2026-00626";"176";"2024-08-16";"2024-11-14";"118805.3";"23761.06";"142566.36";"PAYEE";"CB";"FR7640750847114529493446052";"REF-318811"
"FA-2026-00627";"17";"2024-08-18";"2024-10-17";"15713.75";"3142.75";"18856.5";"PAYEE";"LETTRE_CHANGE";"FR7671953786527397864058998";"REF-218614"
"FA-2026-00628";"247";"2025-09-23";"2025-11-22";"140123.39";"28024.68";"168148.07";"PAYEE";"LETTRE_CHANGE";"FR7657987451103667870419264";"REF-512328"
"FA-2026-00629";"363";"2025-06-13";"2025-07-13";"91687.74";"18337.55";"110025.29";"PAYEE";"VIREMENT";"FR7689218610727198718979892";"REF-289272"
"FA-2026-00630";"969";"2024-04-11";"2024-07-10";"25939.97";"5187.99";"31127.96";"EN_ATTENTE";"LETTRE_CHANGE";"FR7654599685828532171935242";"REF-321019"
"FA-2026-00631";"306";"2025-04-13";"2025-06-12";"84202.83";"16840.57";"101043.4";"PAYEE";"VIREMENT";"FR7676689959072043256184514";"REF-427776"
"FA-2026-00632";"688";"2025-04-22";"2025-06-06";"62612.71";"12522.54";"75135.25";"EN_ATTENTE";"PRELEVEMENT";"FR7676047993616264095376120";"REF-440970"
"FA-2026-00633";"597";"2025-02-09";"2025-04-10";"45449.45";"9089.89";"54539.34";"EN_ATTENTE";"VIREMENT";"FR7656279207656584510828756";"REF-536751"
"FA-2026-00634";"887";"2025-10-25";"2026-01-23";"138347.85";"27669.57";"166017.42";"EN_RETARD";"CHEQUE";"FR7642146783992990186335431";"REF-505162"
"FA-2026-00635";"342";"2024-12-30";"2025-02-13";"31930.41";"6386.08";"38316.49";"PAYEE";"PRELEVEMENT";"FR7690304948082394192659255";"REF-286971"
"FA-2026-00636";"251";"2026-02-12";"2026-03-14";"99014.61";"19802.92";"118817.53";"PAYEE";"VIREMENT";"FR7665656637845996407240528";"REF-957070"
"FA-2026-00637";"214";"2024-10-30";"2024-12-14";"10635.81";"2127.16";"12762.97";"PAYEE";"CB";"FR7669658482869547299326388";"REF-970389"
"FA-2026-00638";"730";"2025-06-13";"2025-07-13";"63208.57";"12641.71";"75850.28";"PAYEE";"LETTRE_CHANGE";"FR7649843617853546515162844";"REF-880926"
"FA-2026-00639";"909";"2024-08-12";"2024-09-11";"44469.19";"8893.84";"53363.03";"PAYEE";"CHEQUE";"FR7611850414751967279472718";"REF-387360"
"FA-2026-00640";"440";"2024-07-05";"2024-09-03";"131142.05";"26228.41";"157370.46";"EN_ATTENTE";"CB";"FR7646527233491215234535896";"REF-732046"
"FA-2026-00641";"283";"2025-09-18";"2025-11-02";"1677.14";"335.43";"2012.57";"EN_ATTENTE";"CB";"FR7637828462211848207269093";"REF-131465"
"FA-2026-00642";"608";"2024-11-08";"2025-02-06";"68358.66";"13671.73";"82030.39";"EN_ATTENTE";"CB";"FR7623941215695425084851268";"REF-486071"
"FA-2026-00643";"832";"2024-08-05";"2024-09-19";"89068.9";"17813.78";"106882.68";"EN_ATTENTE";"CB";"FR7694006696401183739648963";"REF-965236"
"FA-2026-00644";"476";"2025-05-29";"2025-06-28";"127773.83";"25554.77";"153328.6";"PAYEE";"PRELEVEMENT";"FR7643633669286005663746035";"REF-875112"
"FA-2026-00645";"4";"2025-05-13";"2025-06-27";"111282.4";"22256.48";"133538.88";"PAYEE";"LETTRE_CHANGE";"FR7657552539883146080994218";"REF-429510"
"FA-2026-00646";"457";"2024-06-24";"2024-08-08";"15284.38";"3056.88";"18341.26";"EN_ATTENTE";"LETTRE_CHANGE";"FR7668064925925869304431656";"REF-697030"
"FA-2026-00647";"426";"2025-06-02";"2025-08-01";"145382.32";"29076.46";"174458.78";"PAYEE";"LETTRE_CHANGE";"FR7627019790208536363546569";"REF-451900"
