"PRENOM";"NOM";"EMAIL";"TELEPHONE";"DATE_NAISSANCE";"ADRESSE";"CODE_POSTAL";"VILLE";"DIPLOME";"ANNEES_EXPERIENCE";"POSTE_VISE";"SALAIRE_SOUHAITE";"DATE_CANDIDATURE";"STATUT"
"René";"Boyer";"reneboyer@protonmail.com";"+33 6 76 70 13 82";"2003-04-17";"112 Rue du Commerce";"06000";"Nice";"CAP/BEP";"14";"Data Engineer";"80788.7";"2025-08-31";"EN_COURS"
"Olivier";"Lambert";"olivierlambert@hotmail.fr";"+33 6 72 22 37 13";"1999-01-23";"124 Boulevard Haussmann";"93100";"Montreuil";"CAP/BEP";"11";"Data Engineer";"40335.95";"2025-04-22";"EN_COURS"
"Marcel";"Collet";"marcelcollet@hotmail.fr";"+33 6 34 63 41 73";"1989-05-26";"124 Rue Victor Hugo";"34000";"Montpellier";"Bac+5 (Master/Ingénieur)";"5";"Développeur Full-Stack";"58765.32";"2025-07-24";"EN_COURS"
"Paul";"Renaud";"paul.renaud@gmail.com";"+33 6 97 48 19 61";"1977-05-08";"70 Impasse des Lilas";"76600";"Le Havre";"Bac+8 (Doctorat)";"19";"DevOps";"77322.62";"2025-10-03";"EN_COURS"
"Daniel";"Dupont";"daniel-dupont@gmail.com";"+33 6 90 43 79 48";"1983-08-01";"68 Rue du Faubourg Saint-Honoré";"87000";"Limoges";"Bac+5 (Master/Ingénieur)";"4";"Commercial";"28745.99";"2025-04-17";"EN_COURS"
"Romane";"Fontaine";"romanefontaine@yahoo.fr";"+33 6 76 76 13 58";"2002-05-26";"78 Rue Pasteur";"87000";"Limoges";"Bac+3 (Licence)";"16";"Chef de Projet";"69994.83";"2026-02-06";"ENTRETIEN"
"Audrey";"Garcia";"audrey.garcia@protonmail.com";"+33 6 46 45 88 88";"1982-06-20";"98 Rue Jean Moulin";"49000";"Angers";"Bac+5 (Master/Ingénieur)";"14";"Consultant BI";"48212.59";"2025-05-07";"EMBAUCHE"
"Marguerite";"Maréchal";"marguerite-marechal@yahoo.fr";"+33 6 60 10 53 85";"1998-04-04";"52 Boulevard Gambetta";"67000";"Strasbourg";"Bac Pro";"23";"Consultant BI";"46238.61";"2025-08-03";"EMBAUCHE"
"Frédéric";"Delmas";"frederic-delmas@gmail.com";"+33 6 79 38 23 90";"1998-01-15";"36 Rue Pierre Curie";"54000";"Nancy";"Bac Pro";"10";"Développeur Full-Stack";"41607.06";"2026-02-22";"EN_COURS"
"Virginie";"Robert";"virginierobert@hotmail.fr";"+33 6 15 60 69 21";"1990-03-27";"82 Boulevard Saint-Germain";"13008";"Marseille";"MBA";"11";"Commercial";"75829.32";"2025-12-30";"REFUSE"
"Manon";"Garcia";"manon.garcia@hotmail.fr";"+33 6 11 74 70 74";"2003-03-10";"45 Rue de la Gare";"67000";"Strasbourg";"Bac Pro";"2";"Data Engineer";"76047.8";"2025-02-27";"REFUSE"
"Charles";"Perrot";"charlesperrot@protonmail.com";"+33 6 48 17 57 92";"1983-09-24";"126 Rue de la République";"31000";"Toulouse";"Bac+5 (Master/Ingénieur)";"24";"Architecte Cloud";"62328.57";"2025-09-25";"ENTRETIEN"
"Bernard";"Pons";"bernardpons@yahoo.fr";"+33 6 33 44 50 52";"2005-07-29";"25 Rue du Commerce";"67000";"Strasbourg";"MBA";"7";"Chargé de Communication";"30526.42";"2026-01-04";"REFUSE"
"Léo";"Maillard";"leomaillard@protonmail.com";"+33 6 51 68 90 54";"2002-12-24";"46 Place du Marché";"31000";"Toulouse";"Bac+5 (Master/Ingénieur)";"6";"Ingénieur Machine Learning";"51884.7";"2025-10-28";"REFUSE"
"Estelle";"Vincent";"estelle.vincent@protonmail.com";"+33 6 96 43 21 17";"1993-12-22";"5 Allée des Tilleuls";"31000";"Toulouse";"Bac+8 (Doctorat)";"2";"Chargé de Communication";"64840.85";"2025-02-14";"EMBAUCHE"
"Océane";"François";"oceanefrancois@outlook.fr";"+33 6 22 76 15 90";"1985-01-07";"128 Boulevard Voltaire";"49000";"Angers";"CAP/BEP";"8";"Analyste Données";"63376.06";"2025-12-06";"EN_COURS"
"Thomas";"Robert";"thomas-robert@hotmail.fr";"+33 6 30 34 29 80";"1979-02-06";"23 Rue Victor Hugo";"35000";"Rennes";"CAP/BEP";"1";"Analyste Données";"60721.18";"2025-10-15";"ENTRETIEN"
"Lucie";"Roussel";"lucie.roussel@yahoo.fr";"+33 6 62 35 69 27";"2002-10-02";"55 Rue du Commerce";"84000";"Avignon";"Bac+8 (Doctorat)";"24";"Juriste";"84899.87";"2025-12-31";"EN_COURS"
"Alexandra";"André";"alexandra.andre@protonmail.com";"+33 6 33 44 85 65";"1995-03-17";"42 Rue Nationale";"25000";"Besançon";"MBA";"12";"Product Owner";"53141.02";"2025-08-02";"OFFRE"
"Charles";"Perrin";"charlesperrin@yahoo.fr";"+33 6 47 21 41 37";"2004-10-15";"28 Rue Nationale";"66000";"Perpignan";"CAP/BEP";"2";"Data Engineer";"64967.99";"2025-01-16";"EN_COURS"
"Gabriel";"Pons";"gabrielpons@protonmail.com";"+33 6 86 24 23 42";"1994-10-02";"77 Rue Victor Hugo";"59000";"Lille";"MBA";"20";"Juriste";"82648.2";"2025-05-09";"OFFRE"
"Anne";"Clément";"anne.clement@hotmail.fr";"+33 6 34 56 49 59";"1989-04-27";"145 Rue de la Paix";"67000";"Strasbourg";"Bac+8 (Doctorat)";"6";"Chargé de Communication";"56993.74";"2025-06-22";"ENTRETIEN"
"Martine";"Lemaître";"martine.lemaitre@gmail.com";"+33 6 32 87 47 92";"1977-11-27";"148 Rue de la Paix";"17000";"La Rochelle";"Bac+5 (Master/Ingénieur)";"23";"Développeur Full-Stack";"32092.12";"2025-09-03";"EN_COURS"
"Brigitte";"Philippe";"brigitte-philippe@hotmail.fr";"+33 6 13 29 75 81";"1985-09-12";"63 Rue des Écoles";"67000";"Strasbourg";"Bac+2 (BTS/DUT)";"14";"Analyste Données";"47922.38";"2025-11-12";"ENTRETIEN"
"Juliette";"Lefèvre";"juliette-lefevre@hotmail.fr";"+33 6 66 70 67 95";"1985-05-31";"51 Boulevard Saint-Germain";"76000";"Rouen";"Bac+2 (BTS/DUT)";"20";"Juriste";"77527.98";"2026-01-16";"ENTRETIEN"
"David";"Delmas";"david.delmas@hotmail.fr";"+33 6 58 50 65 97";"1982-08-09";"116 Boulevard Saint-Germain";"67000";"Strasbourg";"MBA";"1";"Développeur Full-Stack";"44469.19";"2025-02-03";"REFUSE"
"Denise";"Philippe";"denise-philippe@gmail.com";"+33 6 18 70 96 79";"1999-09-06";"60 Rue de la République";"37000";"Tours";"CAP/BEP";"25";"Responsable RH";"79035.17";"2025-06-23";"EN_COURS"
"Hugo";"Morel";"hugo-morel@gmail.com";"+33 6 27 21 88 86";"1982-10-20";"134 Rue de Rivoli";"54000";"Nancy";"Bac+3 (Licence)";"22";"Chargé de Communication";"53227.88";"2025-03-19";"EN_COURS"
"Sébastien";"Henry";"sebastienhenry@yahoo.fr";"+33 6 28 89 97 17";"1986-07-13";"45 Rue de Rivoli";"69003";"Lyon";"CAP/BEP";"7";"Développeur Full-Stack";"36955.34";"2025-06-23";"EN_COURS"
"Jean";"Marchand";"jean.marchand@outlook.fr";"+33 6 28 46 79 91";"1993-12-11";"66 Place de la Bastille";"42000";"Saint-Étienne";"Bac+2 (BTS/DUT)";"10";"Data Engineer";"39277.42";"2025-08-18";"REFUSE"
"Sylvie";"Dumont";"sylvie-dumont@yahoo.fr";"+33 6 77 11 15 55";"1985-03-21";"47 Boulevard de la Marne";"06600";"Antibes";"Bac+5 (Master/Ingénieur)";"24";"Consultant BI";"74579.48";"2025-11-29";"REFUSE"
"Virginie";"Martinez";"virginiemartinez@gmail.com";"+33 6 99 82 76 99";"1998-12-19";"51 Rue Émile Zola";"67000";"Strasbourg";"MBA";"23";"Consultant BI";"78730.61";"2025-06-28";"EN_COURS"
"Damien";"Lefèvre";"damien.lefevre@outlook.fr";"+33 6 29 16 20 74";"1987-08-04";"28 Rue Victor Hugo";"17000";"La Rochelle";"MBA";"12";"Consultant BI";"50556.07";"2025-05-27";"ENTRETIEN"
"Isabelle";"Moulin";"isabelle.moulin@protonmail.com";"+33 6 68 76 66 26";"1977-01-04";"17 Rue de la République";"13008";"Marseille";"CAP/BEP";"25";"Commercial";"59587.76";"2025-06-04";"ENTRETIEN"
"Hugo";"Petit";"hugo.petit@outlook.fr";"+33 6 72 43 89 35";"2005-10-23";"14 Rue Émile Zola";"86000";"Poitiers";"CAP/BEP";"22";"Chef de Projet";"57262.15";"2025-03-25";"REFUSE"
"Andrée";"François";"andreefrancois@hotmail.fr";"+33 6 38 20 54 69";"1977-06-04";"117 Avenue des Champs-Élysées";"35000";"Rennes";"Bac+3 (Licence)";"17";"Juriste";"58531.65";"2025-08-19";"ENTRETIEN"
"Marie";"Hamon";"marie.hamon@outlook.fr";"+33 6 34 58 13 64";"1997-07-11";"148 Avenue Foch";"49000";"Angers";"CAP/BEP";"18";"Product Owner";"29565.28";"2025-07-16";"ENTRETIEN"
"Patrick";"François";"patrick-francois@gmail.com";"+33 6 52 15 77 22";"2005-06-27";"63 Avenue Jean Jaurès";"38000";"Grenoble";"Bac+3 (Licence)";"3";"DevOps";"84616.2";"2025-04-01";"EN_COURS"
"Denise";"Bertrand";"denise.bertrand@outlook.fr";"+33 6 24 83 77 63";"1992-03-17";"70 Rue Pasteur";"06600";"Antibes";"Bac+2 (BTS/DUT)";"6";"Chef de Projet";"43829.25";"2025-09-23";"EN_COURS"
"Adam";"Breton";"adam-breton@protonmail.com";"+33 6 16 58 33 51";"1996-08-17";"19 Boulevard de la Marne";"13100";"Aix-en-Provence";"Bac+3 (Licence)";"21";"Scrum Master";"33461.65";"2026-03-01";"ENTRETIEN"
"Agathe";"Chevalier";"agathe-chevalier@hotmail.fr";"+33 6 69 19 19 13";"1980-02-23";"150 Rue de la République";"75015";"Paris";"Bac+3 (Licence)";"20";"Juriste";"71107.92";"2025-01-06";"EMBAUCHE"
"Charlotte";"Lefèvre";"charlotte-lefevre@yahoo.fr";"+33 6 37 21 59 87";"1989-08-05";"39 Rue des Écoles";"29200";"Brest";"Bac+5 (Master/Ingénieur)";"18";"Comptable";"67648.24";"2025-07-27";"EMBAUCHE"
"Nathan";"Collet";"nathan.collet@outlook.fr";"+33 6 89 21 12 11";"1995-08-30";"111 Avenue de la Liberté";"29200";"Brest";"MBA";"10";"Scrum Master";"30314.89";"2025-10-05";"EN_COURS"
"Laura";"François";"laura-francois@hotmail.fr";"+33 6 86 88 67 97";"1977-07-12";"53 Boulevard Haussmann";"95100";"Argenteuil";"CAP/BEP";"11";"Responsable RH";"57670.94";"2025-11-12";"REFUSE"
"Simone";"Marchand";"simonemarchand@yahoo.fr";"+33 6 76 53 75 61";"1982-11-06";"139 Rue Jean Moulin";"21000";"Dijon";"Bac+8 (Doctorat)";"22";"Chef de Projet";"65331.22";"2025-07-07";"ENTRETIEN"
"Laura";"François";"laura-francois@protonmail.com";"+33 6 99 29 34 42";"2001-08-11";"65 Rue de Rivoli";"64000";"Pau";"Bac Pro";"6";"Product Owner";"62980.99";"2026-02-08";"EN_COURS"
"Mélanie";"Navarro";"melanie.navarro@hotmail.fr";"+33 6 24 22 40 72";"1989-11-20";"110 Rue Lafayette";"54000";"Nancy";"Bac Pro";"17";"Ingénieur Machine Learning";"70685.82";"2025-01-18";"ENTRETIEN"
"Chloé";"Dupont";"chloe-dupont@protonmail.com";"+33 6 29 75 20 75";"1998-06-15";"94 Allée des Tilleuls";"63000";"Clermont-Ferrand";"Bac+5 (Master/Ingénieur)";"18";"Développeur Full-Stack";"31457.95";"2026-01-15";"EN_COURS"
"Romain";"Bernard";"romain.bernard@gmail.com";"+33 6 22 82 27 42";"1977-11-12";"104 Place du Marché";"76600";"Le Havre";"Bac+3 (Licence)";"6";"Développeur Full-Stack";"37672.32";"2025-08-17";"EN_COURS"
"Sabrina";"Charpentier";"sabrina-charpentier@outlook.fr";"+33 6 49 15 35 39";"1979-01-03";"19 Rue de la République";"44000";"Nantes";"Bac+3 (Licence)";"16";"Chef de Projet";"75640.54";"2025-12-12";"REFUSE"
"Bruno";"Caron";"bruno-caron@protonmail.com";"+33 6 15 17 50 21";"1991-07-27";"53 Avenue Foch";"69100";"Villeurbanne";"Bac+3 (Licence)";"11";"Data Engineer";"74591.32";"2025-01-01";"EN_COURS"
"Lucie";"Roux";"lucieroux@gmail.com";"+33 6 18 34 34 93";"2003-12-23";"80 Rue de Rivoli";"33000";"Bordeaux";"Bac+3 (Licence)";"17";"Product Owner";"60775.26";"2025-12-26";"EMBAUCHE"
"Alexandre";"François";"alexandre-francois@outlook.fr";"+33 6 59 53 11 83";"1993-06-06";"141 Rue Lafayette";"78000";"Versailles";"Bac+8 (Doctorat)";"22";"Comptable";"44750.78";"2026-01-28";"EMBAUCHE"
"Lucienne";"Nguyen";"luciennenguyen@protonmail.com";"+33 6 10 37 34 61";"1990-06-23";"82 Rue de la République";"42000";"Saint-Étienne";"Bac+2 (BTS/DUT)";"20";"Architecte Cloud";"55247.09";"2025-05-06";"ENTRETIEN"
"Andrée";"Nguyen";"andreenguyen@yahoo.fr";"+33 6 41 29 70 36";"1997-05-17";"150 Rue de la Gare";"06000";"Nice";"Bac Pro";"12";"Développeur Full-Stack";"43836.36";"2025-05-04";"EN_COURS"
"Martine";"Laurent";"martine.laurent@outlook.fr";"+33 6 68 11 44 37";"1984-12-19";"108 Rue Victor Hugo";"68100";"Mulhouse";"Bac+5 (Master/Ingénieur)";"0";"Responsable RH";"59829.7";"2025-04-13";"EN_COURS"
"Nicole";"Faure";"nicolefaure@gmail.com";"+33 6 67 49 85 15";"1978-09-15";"141 Boulevard Saint-Germain";"37000";"Tours";"Bac+8 (Doctorat)";"13";"Product Owner";"59006.16";"2025-09-04";"REFUSE"
"Didier";"Muller";"didier.muller@outlook.fr";"+33 6 93 72 42 38";"1985-03-17";"19 Allée des Tilleuls";"38000";"Grenoble";"Bac+8 (Doctorat)";"25";"Commercial";"55079.45";"2025-09-18";"EMBAUCHE"
"Lucas";"David";"lucasdavid@gmail.com";"+33 6 81 21 65 53";"1977-01-10";"140 Rue Pasteur";"66000";"Perpignan";"Bac Pro";"14";"Data Engineer";"31830.56";"2025-07-21";"REFUSE"
"Élodie";"Hubert";"elodie-hubert@hotmail.fr";"+33 6 53 37 20 59";"1999-08-07";"120 Rue de la Gare";"84000";"Avignon";"Bac+8 (Doctorat)";"1";"DevOps";"70445.79";"2025-10-19";"OFFRE"
"Odette";"Simon";"odette-simon@yahoo.fr";"+33 6 17 41 29 80";"1978-06-04";"112 Rue de Rivoli";"06000";"Nice";"Bac+5 (Master/Ingénieur)";"14";"Architecte Cloud";"41733.27";"2025-07-28";"EMBAUCHE"
"Émilie";"Carlier";"emilie.carlier@gmail.com";"+33 6 81 89 49 62";"2001-09-13";"74 Avenue de Verdun";"78000";"Versailles";"Bac+5 (Master/Ingénieur)";"10";"Analyste Données";"49155.93";"2025-02-07";"REFUSE"
"Geneviève";"Perrin";"genevieve-perrin@protonmail.com";"+33 6 75 37 83 95";"1982-07-23";"24 Rue Nationale";"06000";"Nice";"Bac+8 (Doctorat)";"0";"Product Owner";"79587.32";"2025-11-23";"ENTRETIEN"
"Patricia";"Delmas";"patricia-delmas@protonmail.com";"+33 6 61 66 33 37";"2006-01-26";"84 Avenue Jean Jaurès";"66000";"Perpignan";"Bac+5 (Master/Ingénieur)";"20";"Analyste Données";"40556.73";"2025-07-30";"REFUSE"
"Corinne";"Rey";"corinne-rey@outlook.fr";"+33 6 49 71 84 11";"1981-03-31";"122 Place du Marché";"66000";"Perpignan";"CAP/BEP";"13";"Scrum Master";"59234.69";"2025-04-15";"ENTRETIEN"
"Laetitia";"Lefebvre";"laetitialefebvre@hotmail.fr";"+33 6 72 25 56 66";"1988-06-04";"37 Rue Jean Moulin";"06600";"Antibes";"Bac Pro";"18";"Analyste Données";"59730.44";"2025-07-23";"REFUSE"
"Arthur";"Noel";"arthurnoel@gmail.com";"+33 6 63 28 61 43";"1985-03-20";"144 Rue des Écoles";"57000";"Metz";"Bac+2 (BTS/DUT)";"18";"Responsable RH";"39694.65";"2025-08-11";"REFUSE"
"Océane";"Michel";"oceane-michel@hotmail.fr";"+33 6 32 17 90 91";"2005-02-27";"59 Chemin du Moulin";"44000";"Nantes";"MBA";"3";"Product Owner";"41447.49";"2025-01-24";"EN_COURS"
"Marcel";"Hamon";"marcel-hamon@yahoo.fr";"+33 6 14 19 65 27";"1993-07-23";"79 Rue de la Paix";"83000";"Toulon";"MBA";"0";"Product Owner";"29808.11";"2025-08-28";"EN_COURS"
"Maxime";"Brunet";"maxime-brunet@outlook.fr";"+33 6 29 48 38 16";"1990-06-06";"107 Allée des Tilleuls";"63000";"Clermont-Ferrand";"CAP/BEP";"0";"Architecte Cloud";"64804.16";"2025-02-01";"OFFRE"
"Bernard";"Thomas";"bernard-thomas@hotmail.fr";"+33 6 82 87 32 97";"1983-09-05";"101 Avenue Victor Hugo";"76600";"Le Havre";"Bac Pro";"10";"Responsable RH";"47184.56";"2025-07-15";"EN_COURS"
"Christophe";"Masson";"christophemasson@gmail.com";"+33 6 78 24 67 57";"1979-04-05";"1 Rue du Faubourg Saint-Honoré";"80000";"Amiens";"MBA";"21";"Commercial";"33247.76";"2025-10-21";"EN_COURS"
"Luc";"Brunet";"lucbrunet@protonmail.com";"+33 6 48 84 92 15";"1990-04-19";"96 Boulevard Gambetta";"13008";"Marseille";"Bac+5 (Master/Ingénieur)";"16";"Responsable RH";"57798.91";"2025-03-08";"REFUSE"
"Antoine";"Hamon";"antoinehamon@gmail.com";"+33 6 94 93 33 69";"1998-11-17";"130 Rue Jean Moulin";"38000";"Grenoble";"Bac+2 (BTS/DUT)";"20";"Data Engineer";"43758.21";"2025-08-09";"ENTRETIEN"
"Catherine";"Hamon";"catherine-hamon@hotmail.fr";"+33 6 66 34 23 39";"1998-06-08";"87 Boulevard Haussmann";"45000";"Orléans";"Bac+5 (Master/Ingénieur)";"11";"Consultant BI";"60162.62";"2025-05-16";"OFFRE"
"Juliette";"Marchand";"juliette.marchand@hotmail.fr";"+33 6 92 87 15 32";"1997-07-11";"97 Rue des Écoles";"67000";"Strasbourg";"Bac+3 (Licence)";"17";"Commercial";"67856.26";"2025-09-29";"REFUSE"
"Ludovic";"Delmas";"ludovic-delmas@protonmail.com";"+33 6 13 73 91 84";"1992-05-08";"41 Rue Pierre Curie";"57000";"Metz";"Bac+2 (BTS/DUT)";"10";"Responsable RH";"81242.23";"2025-10-31";"EN_COURS"
"Romane";"Dumont";"romanedumont@gmail.com";"+33 6 59 39 89 28";"1983-11-29";"102 Avenue Foch";"80000";"Amiens";"MBA";"20";"Scrum Master";"42360.06";"2026-01-05";"EN_COURS"
"Julien";"Muller";"julienmuller@gmail.com";"+33 6 94 79 59 95";"2005-12-17";"65 Rue de la République";"93200";"Saint-Denis";"Bac+8 (Doctorat)";"13";"Scrum Master";"62013.53";"2025-06-15";"ENTRETIEN"
"Brigitte";"Michel";"brigitte-michel@protonmail.com";"+33 6 39 51 64 42";"2000-08-02";"19 Rue Émile Zola";"59000";"Lille";"Bac+8 (Doctorat)";"8";"Consultant BI";"67189.93";"2025-03-04";"OFFRE"
"Céline";"Hamon";"celine-hamon@yahoo.fr";"+33 6 97 20 11 96";"1976-04-08";"115 Avenue Jean Jaurès";"45000";"Orléans";"CAP/BEP";"18";"Scrum Master";"50482.35";"2025-08-17";"ENTRETIEN"
"Aurélie";"Collet";"aurelie.collet@gmail.com";"+33 6 46 14 51 71";"1979-12-17";"99 Rue des Écoles";"06000";"Nice";"Bac+3 (Licence)";"22";"Responsable RH";"71059.29";"2025-12-31";"EN_COURS"
"Benoît";"Mathieu";"benoit-mathieu@gmail.com";"+33 6 16 60 18 92";"1978-02-27";"12 Boulevard de la Marne";"76600";"Le Havre";"CAP/BEP";"6";"Chargé de Communication";"81368.45";"2025-02-11";"OFFRE"
"Zoé";"François";"zoe.francois@gmail.com";"+33 6 89 70 47 62";"1989-12-01";"72 Boulevard Gambetta";"31000";"Toulouse";"Bac+3 (Licence)";"9";"Scrum Master";"38948.96";"2025-12-03";"EN_COURS"
"Andrée";"Dubois";"andree-dubois@hotmail.fr";"+33 6 50 39 37 48";"1979-07-22";"84 Rue du Commerce";"06400";"Cannes";"Bac Pro";"4";"Analyste Données";"28730.72";"2025-04-26";"ENTRETIEN"
"Stéphanie";"Gaillard";"stephanie-gaillard@hotmail.fr";"+33 6 63 77 46 76";"2005-08-23";"130 Place du Marché";"78000";"Versailles";"CAP/BEP";"11";"Responsable RH";"65879.51";"2026-03-01";"EN_COURS"
"Maxime";"Vidal";"maxime-vidal@hotmail.fr";"+33 6 91 34 28 38";"1987-09-24";"130 Impasse des Lilas";"44000";"Nantes";"Bac+3 (Licence)";"10";"Product Owner";"63558.88";"2025-11-27";"ENTRETIEN"
"Luc";"Delmas";"luc-delmas@gmail.com";"+33 6 76 44 16 11";"2006-01-05";"122 Rue de la Gare";"69100";"Villeurbanne";"Bac+5 (Master/Ingénieur)";"14";"Juriste";"81291.76";"2025-02-18";"OFFRE"
"Thierry";"Robert";"thierry.robert@gmail.com";"+33 6 23 65 97 28";"1982-10-19";"13 Place du Marché";"34000";"Montpellier";"Bac+5 (Master/Ingénieur)";"11";"Juriste";"50300.37";"2025-03-01";"REFUSE"
"Frédéric";"Rey";"frederic.rey@hotmail.fr";"+33 6 88 71 14 48";"1978-10-15";"45 Rue du Faubourg Saint-Honoré";"06000";"Nice";"Bac+2 (BTS/DUT)";"25";"Architecte Cloud";"51526.15";"2025-12-03";"EN_COURS"
"Odette";"Girard";"odette-girard@yahoo.fr";"+33 6 72 95 17 66";"1982-04-11";"54 Rue Nationale";"45000";"Orléans";"Bac Pro";"18";"Commercial";"76136.84";"2025-05-20";"ENTRETIEN"
"Christine";"Bertrand";"christine.bertrand@gmail.com";"+33 6 12 80 62 90";"1989-12-30";"83 Rue de la Paix";"78000";"Versailles";"Bac Pro";"18";"Développeur Full-Stack";"55282.98";"2025-02-23";"OFFRE"
"Jean";"Fontaine";"jean-fontaine@protonmail.com";"+33 6 66 20 61 37";"1993-10-11";"31 Avenue Jean Jaurès";"51100";"Reims";"Bac+2 (BTS/DUT)";"7";"DevOps";"73612.86";"2026-02-19";"REFUSE"
"Catherine";"Dupont";"catherine.dupont@hotmail.fr";"+33 6 25 33 70 92";"1982-07-30";"118 Rue de la Paix";"34000";"Montpellier";"Bac Pro";"3";"Ingénieur Machine Learning";"52281.63";"2025-03-26";"EMBAUCHE"
"Jeanne";"Bertrand";"jeanne.bertrand@hotmail.fr";"+33 6 98 51 64 80";"1981-10-31";"96 Avenue Jean Jaurès";"80000";"Amiens";"Bac+3 (Licence)";"18";"Product Owner";"33378.25";"2025-01-30";"REFUSE"
"Rémi";"Leroy";"remileroy@hotmail.fr";"+33 6 65 71 15 78";"1997-07-07";"59 Rue des Écoles";"06000";"Nice";"Bac+8 (Doctorat)";"17";"Consultant BI";"76028.65";"2025-01-04";"ENTRETIEN"
"Catherine";"Lecomte";"catherine.lecomte@gmail.com";"+33 6 70 15 49 67";"1988-03-25";"11 Rue de la Paix";"76600";"Le Havre";"Bac+3 (Licence)";"20";"Scrum Master";"33290.82";"2025-01-25";"ENTRETIEN"
"Christophe";"Boyer";"christophe.boyer@gmail.com";"+33 6 42 43 34 38";"1986-01-20";"146 Rue Pierre Curie";"83000";"Toulon";"Bac+5 (Master/Ingénieur)";"13";"Scrum Master";"57362.5";"2025-10-19";"ENTRETIEN"
"Arnaud";"François";"arnaud-francois@yahoo.fr";"+33 6 15 66 27 46";"1986-10-18";"85 Rue de la Gare";"34000";"Montpellier";"Bac Pro";"18";"Ingénieur Machine Learning";"61323.97";"2025-10-17";"ENTRETIEN"
"Nicole";"Durand";"nicoledurand@yahoo.fr";"+33 6 52 13 58 71";"1999-12-10";"34 Rue de la République";"66000";"Perpignan";"Bac+8 (Doctorat)";"0";"Scrum Master";"41460.96";"2025-06-22";"EMBAUCHE"
"Olivier";"Moulin";"oliviermoulin@gmail.com";"+33 6 87 76 63 27";"1976-12-30";"123 Chemin du Moulin";"86000";"Poitiers";"Bac+8 (Doctorat)";"24";"Juriste";"79331.36";"2025-03-12";"OFFRE"
"Amélie";"Hamon";"ameliehamon@protonmail.com";"+33 6 32 78 33 41";"2001-07-16";"21 Allée des Tilleuls";"67000";"Strasbourg";"MBA";"18";"Responsable RH";"54151.5";"2025-10-18";"OFFRE"
"Patrick";"Legrand";"patrick-legrand@gmail.com";"+33 6 90 54 54 34";"1997-05-12";"27 Avenue de la Liberté";"49000";"Angers";"MBA";"9";"Product Owner";"49509.29";"2025-06-01";"REFUSE"
"Louise";"Deschamps";"louisedeschamps@gmail.com";"+33 6 87 46 68 23";"1992-08-04";"96 Boulevard Haussmann";"59000";"Lille";"CAP/BEP";"13";"Data Engineer";"65002.73";"2025-09-08";"EN_COURS"
"Étienne";"Garnier";"etienne-garnier@protonmail.com";"+33 6 68 67 28 91";"1997-07-18";"58 Rue de la République";"13001";"Marseille";"CAP/BEP";"24";"Chef de Projet";"49401.9";"2025-05-26";"EMBAUCHE"
"Marguerite";"Picard";"margueritepicard@yahoo.fr";"+33 6 59 73 19 92";"2002-01-09";"49 Avenue Foch";"21000";"Dijon";"Bac+5 (Master/Ingénieur)";"22";"Ingénieur Machine Learning";"82531.13";"2025-12-25";"EN_COURS"
"David";"Faure";"david-faure@gmail.com";"+33 6 11 48 59 31";"1980-01-27";"124 Avenue des Champs-Élysées";"75020";"Paris";"Bac Pro";"10";"Chargé de Communication";"30170.23";"2026-01-26";"EN_COURS"
"Marguerite";"Lopez";"marguerite-lopez@outlook.fr";"+33 6 40 56 43 16";"1991-04-26";"8 Boulevard Haussmann";"57000";"Metz";"CAP/BEP";"23";"Chargé de Communication";"71342.2";"2025-05-08";"ENTRETIEN"
"Yves";"Maillard";"yvesmaillard@outlook.fr";"+33 6 90 94 44 99";"1991-06-02";"23 Rue Nationale";"80000";"Amiens";"Bac Pro";"13";"Commercial";"51444.52";"2025-10-18";"OFFRE"
"Sabrina";"Pons";"sabrina-pons@outlook.fr";"+33 6 17 43 62 20";"1988-03-31";"123 Boulevard Haussmann";"69001";"Lyon";"Bac+3 (Licence)";"5";"Ingénieur Machine Learning";"77814.71";"2025-05-22";"REFUSE"
"Véronique";"Simon";"veronique-simon@protonmail.com";"+33 6 59 40 11 63";"1980-12-26";"105 Allée des Tilleuls";"75020";"Paris";"MBA";"22";"DevOps";"64709.56";"2025-04-10";"EN_COURS"
"Daniel";"Rey";"danielrey@protonmail.com";"+33 6 68 42 63 91";"1989-03-22";"61 Avenue Jean Jaurès";"25000";"Besançon";"Bac+2 (BTS/DUT)";"23";"DevOps";"32533.37";"2026-01-08";"REFUSE"
"Vincent";"Picard";"vincent.picard@gmail.com";"+33 6 83 27 60 36";"1996-12-29";"50 Avenue des Champs-Élysées";"54000";"Nancy";"Bac Pro";"1";"DevOps";"79537.21";"2025-06-27";"EMBAUCHE"
"Thierry";"Gaillard";"thierry.gaillard@outlook.fr";"+33 6 10 83 44 59";"1996-03-27";"136 Boulevard Haussmann";"83000";"Toulon";"Bac Pro";"13";"Product Owner";"48456.68";"2025-10-25";"OFFRE"
"Sandrine";"Lemaire";"sandrinelemaire@protonmail.com";"+33 6 85 91 20 44";"1980-08-23";"141 Rue des Écoles";"75015";"Paris";"Bac Pro";"19";"Commercial";"35210.45";"2025-03-29";"REFUSE"
