"PRENOM";"NOM";"EMAIL_PRO";"TELEPHONE_PRO";"TELEPHONE_PERSO";"DATE_NAISSANCE";"LIEU_NAISSANCE";"GENRE";"NATIONALITE";"NIR";"NUMERO_PASSEPORT";"PERMIS_CONDUIRE";"ADRESSE";"CODE_POSTAL";"VILLE";"IBAN";"POSTE";"DEPARTEMENT";"DATE_EMBAUCHE";"TYPE_CONTRAT";"MANAGER_ID";"ACTIF"
"Guillaume";"Masson";"guillaume-masson@voltaire-analytics.fr";"+33 5 80 56 47 50";"+33 6 95 52 40 91";"1973-07-01";"Clermont-Ferrand";"M";"Portugaise";"173072951095412";"73NN57261";"8769088569";"12 Boulevard Saint-Germain";"54000";"Nancy";"FR7696862399674983810655526";"Chef Comptable";"Comptabilité";"2024-05-12";"CDI";"12";"True"
"Virginie";"Adam";"virginie.adam@voltaire-analytics.fr";"+33 5 92 60 22 49";"+33 6 59 30 80 76";"1993-09-28";"Clermont-Ferrand";"F";"Française";"293092873034435";"78BV59027";"3643682591";"93 Boulevard Haussmann";"84000";"Avignon";"FR7692568361693997221616154";"Directeur Marketing";"Marketing";"2024-02-22";"CDI";"29";"True"
"Pauline";"Mercier";"pauline-mercier@voltaire-analytics.fr";"+33 3 68 83 34 67";"+33 6 31 32 39 89";"1964-05-08";"Antibes";"F";"Française";"264051549578213";"58CT63387";"8136923912";"134 Rue des Écoles";"49000";"Angers";"FR7654711973308278681257044";"Ingénieur R&D";"Recherche & Développement";"2016-05-07";"CDI";"46";"True"
"Mireille";"Bernard";"mireillebernard@voltaire-analytics.fr";"+33 4 49 67 45 13";"+33 6 67 34 88 71";"1997-06-06";"Mulhouse";"F";"Française";"297068143010731";"72LN54767";"6691387099";"15 Boulevard Voltaire";"68100";"Mulhouse";"FR7626345764254392255725547";"Développeur";"Informatique";"2018-09-08";"CDI";"33";"True"
"Marguerite";"Moreau";"margueritemoreau@voltaire-analytics.fr";"+33 2 47 23 57 26";"+33 6 75 65 40 49";"1979-09-06";"Reims";"F";"Française";"279090106998674";"64YC97928";"6718045456";"31 Rue Lafayette";"51100";"Reims";"FR7650099526547547868974898";"Responsable Grands Comptes";"Commercial";"2015-03-24";"CDI";"24";"True"
"Véronique";"Chevalier";"veroniquechevalier@voltaire-analytics.fr";"+33 3 19 54 70 39";"+33 6 34 70 64 76";"1992-02-09";"Paris";"F";"Française";"292029363409189";"35IC92482";"7295031691";"2 Rue Pasteur";"75001";"Paris";"FR7624585852157603228193992";"Gestionnaire Paie";"Ressources Humaines";"2025-02-18";"CDI";"20";"True"
"Simone";"Aubert";"simone.aubert@voltaire-analytics.fr";"+33 5 72 37 59 80";"+33 6 14 69 32 86";"1986-07-19";"Brest";"F";"Française";"286079308086612";"76BR43717";"4097318828";"98 Rue Émile Zola";"13001";"Marseille";"FR7680894507542945389506769";"Chargé de Clientèle";"Service Client";"2025-12-24";"CDI";"2";"True"
"Françoise";"Nicolas";"francoisenicolas@voltaire-analytics.fr";"+33 4 45 42 53 10";"+33 6 40 12 94 10";"1987-04-14";"Avignon";"F";"Française";"287040126836771";"25VT90566";"1695836621";"123 Rue de la République";"66000";"Perpignan";"FR7637656169153159735581573";"Technicien Laboratoire";"Recherche & Développement";"2017-09-06";"CDD";"9";"True"
"David";"Giraud";"david.giraud@voltaire-analytics.fr";"+33 4 88 51 17 43";"+33 6 36 28 93 59";"1964-04-10";"Paris";"M";"Française";"164044360005074";"43OH56745";"3664923772";"108 Rue Victor Hugo";"44000";"Nantes";"FR7696101579798842685906736";"Directeur de la Stratégie";"Direction Générale";"2024-08-28";"CDI";"37";"True"
"Andrée";"Lefebvre";"andree.lefebvre@voltaire-analytics.fr";"+33 3 88 85 65 47";"+33 6 28 63 17 91";"1987-03-09";"Paris";"F";"Suisse";"287039202762511";"81TW70082";"3088358344";"81 Boulevard Haussmann";"75001";"Paris";"FR7643864958164306788822724";"Graphiste";"Communication";"2018-04-06";"CDI";"5";"True"
"Serge";"Lopez";"serge-lopez@voltaire-analytics.fr";"+33 3 16 92 30 99";"+33 6 56 46 32 64";"2002-05-25";"Paris";"M";"Française";"102055313155332";"92SV34006";"3141765868";"53 Rue Nationale";"51100";"Reims";"FR7670620898519552657976434";"Coordinateur Transport";"Logistique";"2025-05-11";"CDI";"24";"True"
"Thierry";"Morin";"thierry.morin@voltaire-analytics.fr";"+33 4 45 72 51 32";"+33 6 86 44 89 66";"1983-08-30";"Angers";"M";"Française";"183085137632306";"23FQ77251";"9665889866";"138 Avenue Victor Hugo";"67000";"Strasbourg";"FR7666119742846758623942354";"Ingénieur Méthodes";"Qualité";"2015-08-27";"CDI";"48";"True"
"Laurent";"François";"laurentfrancois@voltaire-analytics.fr";"+33 5 73 55 36 92";"+33 6 97 43 32 19";"1990-09-16";"Le Havre";"M";"Française";"190099552422071";"52JV53456";"6858408739";"135 Chemin du Moulin";"66000";"Perpignan";"FR7692405402866849071881376";"Comptable";"Comptabilité";"2019-01-22";"CDI";"19";"True"
"Arthur";"Leclerc";"arthur.leclerc@voltaire-analytics.fr";"+33 3 32 18 55 18";"+33 6 72 35 97 46";"1968-10-18";"Villeurbanne";"M";"Marocaine";"168105496987108";"12ZN79805";"8335440014";"27 Rue Nationale";"87000";"Limoges";"FR7672367520591045268422279";"PDG";"Direction Générale";"2015-06-09";"CDD";"2";"True"
"David";"Rey";"david-rey@voltaire-analytics.fr";"+33 3 23 32 22 63";"+33 6 86 75 38 27";"1995-08-28";"Nice";"M";"Française";"195087236493455";"43DI26589";"3178666483";"35 Rue du Commerce";"93100";"Montreuil";"FR7626726249144562663466950";"Auditeur Interne";"Comptabilité";"2016-03-11";"CDI";"3";"True"
"Audrey";"Collet";"audrey-collet@voltaire-analytics.fr";"+33 4 80 74 14 20";"+33 6 96 25 91 55";"1970-01-23";"Nancy";"F";"Française";"270011321418308";"64RJ34405";"3539342216";"87 Rue Nationale";"67000";"Strasbourg";"FR7645221643323594427778334";"Coordinateur";"Service Client";"2024-03-22";"CDD";"46";"True"
"Lina";"Simon";"linasimon@voltaire-analytics.fr";"+33 4 41 32 35 80";"+33 6 22 55 47 53";"1989-01-14";"Toulouse";"F";"Française";"289015999196233";"81XP67283";"9137118946";"47 Rue Jean Moulin";"75001";"Paris";"FR7638215532185049940729812";"Ingénieur R&D";"Recherche & Développement";"2015-03-01";"CDI";"49";"True"
"Rémi";"Berger";"remi-berger@voltaire-analytics.fr";"+33 1 71 99 81 65";"+33 6 73 82 60 82";"1978-08-04";"Nancy";"M";"Française";"178087322368406";"77DS94682";"2558719708";"118 Place de la Bastille";"86000";"Poitiers";"FR7660957254284080919815994";"DRH";"Ressources Humaines";"2015-05-28";"CDI";"6";"True"
"Estelle";"Breton";"estelle-breton@voltaire-analytics.fr";"+33 2 67 36 52 36";"+33 6 35 31 70 14";"1998-05-14";"Perpignan";"F";"Française";"298057662041213";"62NQ66722";"7871904018";"69 Avenue Victor Hugo";"06600";"Antibes";"FR7619122216513312929711318";"Secrétaire Général";"Direction Générale";"2018-12-23";"Alternance";"49";"True"
"Romane";"Lambert";"romanelambert@voltaire-analytics.fr";"+33 4 56 97 47 35";"+33 6 20 12 53 55";"1984-07-14";"Metz";"F";"Française";"284070967904768";"36VB96659";"2887334385";"107 Avenue des Champs-Élysées";"68100";"Mulhouse";"FR7683036925278443466819859";"Opérateur";"Production";"2021-10-25";"CDI";"22";"True"
"Camille";"Mercier";"camille.mercier@voltaire-analytics.fr";"+33 3 82 45 52 31";"+33 6 22 31 54 80";"1984-10-15";"Paris";"F";"Française";"284105514365983";"10YT77132";"2317467504";"148 Boulevard de la Marne";"75020";"Paris";"FR7691110866445344546113725";"Technicien Qualité";"Qualité";"2023-05-11";"CDI";"1";"True"
"Jeanne";"Hubert";"jeanne.hubert@voltaire-analytics.fr";"+33 2 96 44 71 90";"+33 6 44 30 86 98";"1986-03-19";"Lille";"F";"Française";"286035426107449";"33FZ63992";"4885872412";"69 Chemin du Moulin";"38000";"Grenoble";"FR7638732853524942052268453";"Auditeur Interne";"Comptabilité";"2015-02-23";"CDD";"9";"True"
"Charles";"Muller";"charlesmuller@voltaire-analytics.fr";"+33 3 27 57 96 40";"+33 6 83 99 99 61";"1980-07-17";"Saint-Denis";"M";"Française";"180074477064122";"33OZ66689";"7439683590";"26 Rue des Écoles";"68100";"Mulhouse";"FR7694871819483191337960929";"Chef de Projet IT";"Informatique";"2019-05-16";"CDI";"17";"True"
"Sylvain";"Deschamps";"sylvain.deschamps@voltaire-analytics.fr";"+33 2 11 87 69 85";"+33 6 11 87 65 96";"1993-02-24";"Angers";"M";"Française";"193021385185124";"97KT20146";"1988715505";"55 Rue de la République";"93200";"Saint-Denis";"FR7625374676532741555821595";"Approvisionneur";"Achats";"2025-01-15";"CDI";"32";"True"
"Isabelle";"Nicolas";"isabellenicolas@voltaire-analytics.fr";"+33 2 69 71 54 80";"+33 6 68 33 57 35";"1983-04-08";"Marseille";"F";"Française";"283046414203757";"97DK40201";"4048111680";"52 Rue Pierre Curie";"75001";"Paris";"FR7634426541276562441018983";"Graphiste";"Communication";"2018-01-17";"CDI";"17";"True"
"François";"Lefebvre";"francois-lefebvre@voltaire-analytics.fr";"+33 1 86 63 74 39";"+33 6 88 47 79 98";"1990-09-19";"Nantes";"M";"Française";"190091942367245";"65GC58228";"4845612430";"8 Avenue Victor Hugo";"14000";"Caen";"FR7694152956085270798697498";"Directeur de Production";"Production";"2017-10-07";"CDI";"25";"True"
"Louise";"Giraud";"louise.giraud@voltaire-analytics.fr";"+33 2 61 49 63 35";"+33 6 52 20 48 51";"1996-08-26";"Montpellier";"F";"Française";"296086677365558";"27GE52615";"9746295214";"83 Place du Marché";"66000";"Perpignan";"FR7634506880648993938909637";"Technicien Support";"Service Client";"2021-09-07";"CDD";"23";"False"
"Éric";"Gauthier";"eric.gauthier@voltaire-analytics.fr";"+33 1 95 87 73 10";"+33 6 97 59 47 10";"1984-10-16";"Le Havre";"M";"Française";"184101214820150";"98ZX93972";"1964268364";"40 Rue Lafayette";"75015";"Paris";"FR7644247703213793032923111";"Graphiste";"Communication";"2024-12-24";"CDI";"7";"True"
"Thomas";"Boulanger";"thomas-boulanger@voltaire-analytics.fr";"+33 5 24 42 23 12";"+33 6 96 54 26 58";"1977-01-28";"Montreuil";"M";"Française";"177015120684117";"62JF70877";"2922438652";"67 Allée des Tilleuls";"63000";"Clermont-Ferrand";"FR7651063473426241019391472";"Community Manager";"Marketing";"2021-11-08";"Stage";"31";"True"
"Jules";"Maillard";"julesmaillard@voltaire-analytics.fr";"+33 4 34 10 21 98";"+33 6 39 36 38 26";"1982-04-29";"Argenteuil";"M";"Française";"182047275582268";"80EZ22403";"6710195762";"107 Allée des Tilleuls";"93200";"Saint-Denis";"FR7673432258108989939295359";"Gestionnaire Paie";"Ressources Humaines";"2024-08-10";"CDI";"40";"True"
"Hugo";"Pichon";"hugo-pichon@voltaire-analytics.fr";"+33 3 64 25 63 15";"+33 6 36 79 46 84";"1989-08-03";"Versailles";"M";"Française";"189082040803076";"63QF30668";"7486910029";"104 Boulevard Haussmann";"38000";"Grenoble";"FR7650219210921323550370582";"Graphiste";"Communication";"2019-04-16";"CDI";"24";"True"
"Nicolas";"Noel";"nicolas-noel@voltaire-analytics.fr";"+33 4 77 86 15 80";"+33 6 74 52 15 64";"1978-09-22";"Paris";"M";"Belge";"178092505783437";"38JX73260";"1923145212";"36 Rue Pasteur";"75020";"Paris";"FR7637862132132997149067539";"Approvisionneur";"Achats";"2022-02-28";"CDI";"22";"True"
"Hervé";"Dufour";"herve.dufour@voltaire-analytics.fr";"+33 1 69 29 28 35";"+33 6 15 36 41 57";"1971-03-18";"Rouen";"M";"Française";"171032022823064";"83RT98571";"5521344581";"31 Rue de la République";"78000";"Versailles";"FR7692113912707692660031070";"Attaché de Presse";"Communication";"2021-01-25";"CDD";"30";"True"
"Thérèse";"Renard";"thereserenard@voltaire-analytics.fr";"+33 2 41 60 10 91";"+33 6 80 47 33 26";"1977-08-13";"Bayonne";"F";"Belge";"277085083089454";"62KD49923";"4253657388";"87 Avenue de la Liberté";"69100";"Villeurbanne";"FR7645488359462891045431312";"Directeur Marketing";"Marketing";"2018-06-21";"CDI";"36";"True"
"Hervé";"Colin";"hervecolin@voltaire-analytics.fr";"+33 4 28 16 32 85";"+33 6 75 20 18 36";"2003-10-09";"Pau";"M";"Française";"103100153127923";"40UG86678";"2558582871";"141 Rue du Faubourg Saint-Honoré";"14000";"Caen";"FR7619890929658919066721062";"Comptable";"Comptabilité";"2015-03-28";"CDI";"1";"False"
"Marion";"Clément";"marion.clement@voltaire-analytics.fr";"+33 3 46 40 31 66";"+33 6 22 85 31 83";"1979-03-05";"Saint-Denis";"F";"Marocaine";"279030114672464";"76IU44563";"2478679031";"97 Avenue Foch";"86000";"Poitiers";"FR7637931996346996445860232";"DSI";"Informatique";"2020-10-29";"CDD";"50";"True"
"Laura";"Bertrand";"laura.bertrand@voltaire-analytics.fr";"+33 5 23 35 72 11";"+33 6 50 71 95 47";"2000-10-17";"Paris";"F";"Française";"200103248842143";"30FN53857";"8654921281";"84 Rue de Rivoli";"17000";"La Rochelle";"FR7657202800007962285786454";"Responsable Formation";"Ressources Humaines";"2017-08-17";"CDI";"34";"True"
"Pascale";"Lecomte";"pascale-lecomte@voltaire-analytics.fr";"+33 4 62 74 45 71";"+33 6 23 34 31 97";"1976-06-03";"Paris";"F";"Française";"276061379506143";"32TU23238";"5397478935";"31 Rue Émile Zola";"86000";"Poitiers";"FR7622903822098029847237020";"Directeur Communication";"Communication";"2024-04-08";"Alternance";"7";"True"
"Théo";"Garnier";"theo-garnier@voltaire-analytics.fr";"+33 5 60 75 30 75";"+33 6 85 11 22 44";"2002-01-24";"Orléans";"M";"Française";"102011587014488";"98HK66203";"3923686926";"98 Boulevard Voltaire";"57000";"Metz";"FR7616431287242483047666460";"Responsable Entrepôt";"Logistique";"2020-03-12";"CDI";"41";"True"
"Morgane";"Hamon";"morganehamon@voltaire-analytics.fr";"+33 4 21 79 19 88";"+33 6 35 78 39 49";"1981-11-09";"Avignon";"F";"Française";"281115776604759";"54CA94987";"4289577853";"143 Rue de la Paix";"75001";"Paris";"FR7634216777843617510036024";"Responsable SAV";"Service Client";"2022-10-26";"CDI";"33";"True"
"Maxime";"Pichon";"maxime.pichon@voltaire-analytics.fr";"+33 1 45 47 49 58";"+33 6 82 69 78 90";"1977-10-25";"Le Havre";"M";"Française";"177101981633611";"82NH49363";"8412634010";"116 Rue du Commerce";"13008";"Marseille";"FR7678937898314103576961245";"Directeur Commercial";"Commercial";"2015-09-08";"CDI";"40";"True"
"Alain";"Bonnet";"alain.bonnet@voltaire-analytics.fr";"+33 4 59 59 19 71";"+33 6 10 59 99 23";"1986-10-31";"Poitiers";"M";"Française";"186109341257049";"44NJ80578";"9632730660";"134 Rue Pasteur";"54000";"Nancy";"FR7626577795907902380713323";"Gestionnaire Stock";"Logistique";"2021-06-09";"CDI";"9";"True"
"Sylvie";"Morin";"sylvie-morin@voltaire-analytics.fr";"+33 4 28 49 73 69";"+33 6 31 20 38 83";"1985-11-01";"Strasbourg";"F";"Française";"285118498941431";"29AW86402";"1978478890";"70 Avenue Foch";"84000";"Avignon";"FR7698739486062697428101771";"Chargé de Clientèle";"Service Client";"2024-09-09";"CDI";"40";"True"
"Jade";"Leclercq";"jade-leclercq@voltaire-analytics.fr";"+33 2 66 27 22 99";"+33 6 79 56 81 83";"1994-07-23";"Angers";"F";"Française";"294076696425746";"93BZ49940";"7116609315";"117 Boulevard Haussmann";"78000";"Versailles";"FR7630831645946290381729454";"Chargé de Communication";"Marketing";"2016-02-18";"CDI";"21";"True"
"Gabriel";"Brunet";"gabriel.brunet@voltaire-analytics.fr";"+33 1 25 27 14 73";"+33 6 12 23 76 98";"1974-09-30";"Paris";"M";"Tunisienne";"174098934664218";"77YS35134";"5780927737";"48 Avenue de Verdun";"93100";"Montreuil";"FR7663645339105669229733927";"Business Developer";"Commercial";"2019-09-21";"CDI";"2";"True"
"Thomas";"Gauthier";"thomasgauthier@voltaire-analytics.fr";"+33 5 92 43 78 16";"+33 6 76 63 18 74";"1984-11-19";"Poitiers";"M";"Française";"184118670865124";"76XG11316";"4244251434";"42 Avenue Foch";"06000";"Nice";"FR7689025972207803623019479";"Responsable Grands Comptes";"Commercial";"2016-06-19";"CDD";"8";"True"
"Éric";"Rey";"ericrey@voltaire-analytics.fr";"+33 5 37 11 82 11";"+33 6 45 10 16 41";"1982-03-31";"Aix-en-Provence";"M";"Française";"182034556831709";"94SV12083";"2361009240";"111 Avenue Jean Jaurès";"21000";"Dijon";"FR7610053294056082703659967";"Gestionnaire Stock";"Logistique";"2015-06-02";"CDI";"39";"True"
"Christophe";"Maréchal";"christophe-marechal@voltaire-analytics.fr";"+33 5 82 10 44 60";"+33 6 34 60 87 18";"1969-05-03";"Nancy";"M";"Française";"169057493311511";"76YG78378";"6354748558";"139 Avenue Victor Hugo";"64000";"Pau";"FR7659858274438906420276663";"Responsable Formation";"Ressources Humaines";"2022-11-09";"CDI";"29";"True"
"Charles";"Delmas";"charles-delmas@voltaire-analytics.fr";"+33 3 33 86 62 97";"+33 6 83 48 96 33";"1973-04-27";"Villeurbanne";"M";"Française";"173048010236765";"44WR92905";"8887534038";"23 Allée des Tilleuls";"45000";"Orléans";"FR7693431447054495355464251";"Acheteur";"Achats";"2023-12-01";"CDI";"31";"True"
"Geneviève";"Clément";"genevieve.clement@voltaire-analytics.fr";"+33 3 65 30 43 47";"+33 6 78 20 79 78";"1980-04-27";"Avignon";"F";"Française";"280045045352972";"85WL13274";"2247871429";"148 Avenue Victor Hugo";"69003";"Lyon";"FR7678885704637039684333045";"Directeur des Achats";"Achats";"2018-05-08";"Alternance";"2";"True"
"Inès";"Pons";"inespons@voltaire-analytics.fr";"+33 2 79 94 19 49";"+33 6 12 47 59 32";"1990-03-25";"Limoges";"F";"Française";"290036944870495";"35ZL67677";"3346182166";"42 Rue Pasteur";"84000";"Avignon";"FR7639784404877892316188594";"Directeur de Production";"Production";"2017-09-17";"CDI";"50";"True"
"Céline";"Breton";"celine.breton@voltaire-analytics.fr";"+33 1 15 86 51 47";"+33 6 86 59 81 63";"1999-08-30";"Metz";"F";"Française";"299085982273604";"95GB71899";"8210500439";"20 Chemin du Moulin";"95100";"Argenteuil";"FR7684859900636273760525167";"Directeur Marketing";"Marketing";"2020-03-21";"CDI";"37";"True"
"Olivier";"Navarro";"olivier-navarro@voltaire-analytics.fr";"+33 4 30 50 71 98";"+33 6 60 27 18 17";"1971-08-25";"Montreuil";"M";"Française";"171087703514617";"77AL69458";"8567618125";"7 Avenue de Verdun";"75008";"Paris";"FR7617183436604563884949419";"Business Developer";"Commercial";"2024-07-19";"CDD";"50";"True"
"Zoé";"Morel";"zoe-morel@voltaire-analytics.fr";"+33 3 65 29 33 12";"+33 6 30 24 67 50";"1979-12-21";"Mulhouse";"F";"Française";"279122384394418";"81GS12868";"5142528377";"31 Place du Marché";"75008";"Paris";"FR7639730941571318232995195";"Juriste";"Juridique";"2015-01-20";"CDI";"14";"True"
"Christophe";"Martinez";"christophemartinez@voltaire-analytics.fr";"+33 4 71 56 63 72";"+33 6 70 88 44 58";"1986-10-27";"Orléans";"M";"Française";"186104221085127";"33ID48474";"7457465842";"144 Rue de la Gare";"13100";"Aix-en-Provence";"FR7676622821301742240064672";"DPO";"Juridique";"2020-05-04";"Alternance";"19";"True"
"Lina";"Pons";"lina-pons@voltaire-analytics.fr";"+33 4 48 56 21 99";"+33 6 84 32 45 27";"1984-02-09";"Mulhouse";"F";"Française";"284023127239603";"78VE95526";"8870936031";"89 Rue de Rivoli";"63000";"Clermont-Ferrand";"FR7634063974287666378416536";"Directeur Commercial";"Commercial";"2015-12-21";"CDI";"31";"True"
"Luc";"Muller";"lucmuller@voltaire-analytics.fr";"+33 4 95 72 66 48";"+33 6 66 62 35 84";"1984-03-24";"Avignon";"M";"Française";"184039308097782";"12GC78665";"7883625592";"125 Boulevard de la Marne";"57000";"Metz";"FR7684517648111845521363262";"Technicien Laboratoire";"Recherche & Développement";"2019-11-30";"CDI";"19";"True"
"Gabriel";"Maréchal";"gabrielmarechal@voltaire-analytics.fr";"+33 1 95 51 70 78";"+33 6 47 61 32 28";"1967-04-24";"Marseille";"M";"Française";"167045221526954";"62KC79634";"6163349971";"60 Boulevard Haussmann";"49000";"Angers";"FR7627385183464375265662176";"Trésorier";"Finance";"2021-12-28";"CDI";"48";"True"
"Marguerite";"Michel";"margueritemichel@voltaire-analytics.fr";"+33 3 65 62 16 23";"+33 6 73 11 54 82";"1993-08-06";"Argenteuil";"F";"Française";"293085447503895";"23WK58443";"9837675572";"79 Boulevard Haussmann";"69100";"Villeurbanne";"FR7627527444676581263128157";"Responsable Grands Comptes";"Commercial";"2022-09-20";"CDI";"48";"True"
"Julie";"Perrin";"julie.perrin@voltaire-analytics.fr";"+33 4 79 40 27 10";"+33 6 33 30 69 25";"2000-07-09";"Bordeaux";"F";"Française";"200078408351376";"16BE20782";"4597046960";"137 Place de la Bastille";"75015";"Paris";"FR7668044998855661609803256";"Compliance Officer";"Juridique";"2017-10-07";"CDI";"42";"True"
"Sylvain";"Leroy";"sylvain.leroy@voltaire-analytics.fr";"+33 2 94 18 80 91";"+33 6 40 63 59 84";"1967-10-23";"Cannes";"M";"Française";"167103463953071";"41LS77235";"9211666328";"100 Rue de la Gare";"42000";"Saint-Étienne";"FR7677626751752806598313983";"Ingénieur Méthodes";"Qualité";"2025-01-03";"CDI";"18";"True"
"Véronique";"Adam";"veronique.adam@voltaire-analytics.fr";"+33 4 16 90 28 43";"+33 6 48 60 88 77";"1991-10-25";"Angers";"F";"Française";"291107355563018";"13TB59755";"6114713829";"120 Boulevard Gambetta";"83000";"Toulon";"FR7636009171636934088685928";"Graphiste";"Communication";"2018-04-06";"CDI";"22";"True"
"Léa";"Blanc";"lea-blanc@voltaire-analytics.fr";"+33 3 59 41 20 28";"+33 6 77 97 45 27";"1973-05-23";"Paris";"F";"Française";"273057597017721";"68JS42200";"9717430139";"24 Allée des Tilleuls";"25000";"Besançon";"FR7620483287741488933964833";"Responsable Qualité";"Qualité";"2018-10-29";"CDI";"9";"True"
"David";"Robin";"davidrobin@voltaire-analytics.fr";"+33 3 14 51 47 23";"+33 6 59 95 52 31";"1993-11-28";"Metz";"M";"Française";"193110200278505";"78OP72404";"5722970059";"12 Avenue Victor Hugo";"75020";"Paris";"FR7633056307641185075119770";"Aide-Comptable";"Comptabilité";"2023-07-11";"Alternance";"33";"True"
"Romane";"Faure";"romanefaure@voltaire-analytics.fr";"+33 3 64 44 91 38";"+33 6 19 17 36 27";"1994-06-07";"Lille";"F";"Algérienne";"294067095568060";"55ZI41811";"6782925427";"15 Place du Marché";"35000";"Rennes";"FR7656599818258448699192732";"Responsable Formation";"Ressources Humaines";"2024-12-05";"CDD";"49";"True"
"Clémence";"Fournier";"clemence.fournier@voltaire-analytics.fr";"+33 3 36 21 27 97";"+33 6 95 20 29 55";"1987-10-27";"Perpignan";"F";"Française";"287106562953353";"35XT32072";"9844561500";"140 Rue du Faubourg Saint-Honoré";"87000";"Limoges";"FR7645027245577154622834012";"Technicien Laboratoire";"Recherche & Développement";"2020-01-20";"Alternance";"30";"True"
"Maxime";"Faure";"maximefaure@voltaire-analytics.fr";"+33 3 48 70 51 93";"+33 6 87 66 18 23";"1993-11-18";"Lyon";"M";"Française";"193114882877388";"98NZ78999";"7245381501";"11 Rue de Rivoli";"86000";"Poitiers";"FR7649122306195421958336386";"Coordinateur";"Service Client";"2024-12-08";"CDI";"18";"False"
"Morgane";"Bonnet";"morganebonnet@voltaire-analytics.fr";"+33 1 11 83 11 34";"+33 6 54 81 96 54";"1981-08-22";"La Rochelle";"F";"Française";"281086113938839";"34VF72068";"5415782292";"19 Rue de la Gare";"57000";"Metz";"FR7630265609693278778928124";"Responsable SAV";"Service Client";"2016-12-09";"CDI";"50";"True"
"Cédric";"Garnier";"cedric-garnier@voltaire-analytics.fr";"+33 4 91 49 82 73";"+33 6 15 58 93 89";"1967-04-01";"Grenoble";"M";"Marocaine";"167047572863669";"10XX99557";"9029629349";"69 Rue de la République";"63000";"Clermont-Ferrand";"FR7696781414156731845231828";"Aide-Comptable";"Comptabilité";"2023-11-03";"CDI";"5";"True"
"Marie";"Maréchal";"marie.marechal@voltaire-analytics.fr";"+33 1 15 78 27 32";"+33 6 26 17 55 40";"1998-05-03";"Antibes";"F";"Française";"298052204455581";"85HS57102";"5918270798";"136 Rue de la Paix";"68100";"Mulhouse";"FR7648203656622023478828167";"DRH";"Ressources Humaines";"2024-09-10";"CDI";"31";"True"
"Denise";"Lemaître";"deniselemaitre@voltaire-analytics.fr";"+33 1 25 72 34 82";"+33 6 15 60 63 51";"2001-08-11";"Antibes";"F";"Française";"201085252854439";"90XQ57849";"6982076360";"120 Rue Pierre Curie";"34000";"Montpellier";"FR7635802258751182414673740";"Approvisionneur";"Achats";"2015-08-06";"CDI";"20";"True"
"Julie";"Bertrand";"juliebertrand@voltaire-analytics.fr";"+33 4 17 98 98 96";"+33 6 54 29 45 21";"1974-07-28";"Brest";"F";"Française";"274077883426436";"91XK66527";"4874020468";"97 Avenue de la Liberté";"13100";"Aix-en-Provence";"FR7661976932936692696266788";"Directeur des Achats";"Achats";"2018-02-12";"CDI";"33";"True"
"Claude";"Bonnet";"claude-bonnet@voltaire-analytics.fr";"+33 3 34 67 75 44";"+33 6 72 22 12 70";"1993-06-12";"Perpignan";"M";"Française";"193062319698234";"33EK96903";"9747416153";"110 Rue Victor Hugo";"87000";"Limoges";"FR7631552941743031655359236";"Chargé de Clientèle";"Service Client";"2018-01-05";"CDI";"8";"True"
"Alice";"Fontaine";"alice-fontaine@voltaire-analytics.fr";"+33 5 63 65 20 15";"+33 6 99 93 16 14";"2003-05-16";"Angers";"F";"Française";"203057708987331";"25QM31322";"9254984747";"62 Rue de la Gare";"54000";"Nancy";"FR7638212919853986967058248";"Directeur Logistique";"Logistique";"2018-03-14";"CDI";"26";"False"
"Sarah";"Laurent";"sarah-laurent@voltaire-analytics.fr";"+33 3 91 54 96 77";"+33 6 16 93 12 74";"1982-08-26";"Nîmes";"F";"Française";"282086479134781";"68KD37785";"2495390403";"142 Rue de Rivoli";"06600";"Antibes";"FR7635241743838620128768045";"Administrateur Systèmes";"Informatique";"2019-05-09";"CDI";"41";"True"
"Aurélien";"Laurent";"aurelien.laurent@voltaire-analytics.fr";"+33 5 56 96 48 23";"+33 6 80 49 32 88";"1994-02-04";"Nantes";"M";"Française";"194025275828745";"51OB18614";"7085295943";"125 Allée des Tilleuls";"59000";"Lille";"FR7614982187526603739747956";"Auditeur Interne";"Comptabilité";"2015-07-01";"CDI";"47";"True"
"Benoît";"Charpentier";"benoit.charpentier@voltaire-analytics.fr";"+33 1 90 14 78 29";"+33 6 59 31 92 92";"1982-09-02";"Amiens";"M";"Française";"182094142987047";"86TW90497";"1082859230";"30 Boulevard Gambetta";"83000";"Toulon";"FR7666840907716506472754311";"Technicien";"Production";"2019-04-23";"CDI";"7";"True"
"Ludovic";"Charpentier";"ludovic.charpentier@voltaire-analytics.fr";"+33 1 12 71 50 74";"+33 6 65 48 38 56";"1979-01-04";"Rennes";"M";"Française";"179010360050513";"51HG59469";"3528938814";"35 Boulevard Gambetta";"14000";"Caen";"FR7692506875602537111043976";"Technicien Laboratoire";"Recherche & Développement";"2016-05-06";"CDI";"21";"True"
